case_num,notes,cancer,med,organization,quantity,body part,gender,breed,condition
SL23-000873,Difficulty urinating and incontinence issues. PExam revealed cd abdominal mass. Cytology inconclusive. Surgical biopsy revealed metastatic hemangiosarcoma\r\n  metastatic HSA\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed\r\n,,,,,,,,"['incontinence issues', 'abdominal mass']"
SL23-000874,Liver mass\r\n  pending cytology\r\n  Female\r\n  Bernese Mountain Dog\r\n  Canine\r\n  Spayed,,,,,,['Spayed'],,
SL23-000875,Jack had a perianal adenoma removed from the base of his tail a couple of months ago. The owner reports he did well after surgery for that.  He was having IBD issues (diarrhea and intermittent bouts of regurgitation) so he went to Oklahoma Veterinary Specialists.  When his physical exam was performed a small mass was identified associated with the left anal gland.  He went to an oncologist in Fort Worth where a CT scan was performed for staging.\r\n  apocrine gland anal sac adenocarcinoma\r\n  Male\r\n  German Shepherd Dog\r\n  Canine\r\n  Neutered,['perianal adenoma'],,['Oklahoma Veterinary'],,,,['Jack'],"['IBD', 'diarrhea', 'regurgitation', 'mass', 'Neutered']"
SL23-000876,2310Q22512 Squamous Cell Carcinoma\r\n  Squamous Cell Carcinoma with chronic mixed inflammation\r\n  Male\r\n  Labrador Retriever\r\n  Canine\r\n  Intact,['Squamous Cell Carcinoma'],,,,,,,
SL23-000878,10.9.23  a visible mass under the tongue that was first noted. 2- cm irregular erythematous mass under tongue on right side.  Chest radiographs (NSF per radiology report) and Chem/CBC/T4/UA were completed in preparation for a dental procedure.  Abnormal values were: ALP 455; PSL 375; Neut 7900; urine pH 9.0; protein 2+. 10.13.23: Mass removal and histo.\r\n  Osteosarcoma\r\n  Male\r\n  Siberian Husky\r\n  Canine\r\n  Neutered,,,,,,,,"['erythematous mass', 'ALP 455', 'PSL 375', 'Neut 7900']"
SL23-000881,"History of large, right sided AGASACA, incompletely excised in 1/2023.  Multifocal lymphatic invasion was noted with iliac lymph node metastasis.  Today revealed regrowth in the area of the surgical site.  Sublumbar lymph nodes are increasing slowly.\r\n  Apocrine gland anal sac adenocarcinoma\r\n  Female\r\n  Chihuahua\r\n  Canine\r\n  Spayed",['AGASACA'],,,,,,,"['iliac lymph node metastasis', 'regrowth']"
SL23-000882,"Patient had a subcutaneous lump removed from the right axillary ribcage area (possible LN but not described as effaced LN in first histo), concern for carcinoma and pancytokeratin stain is pending\r\n  Concern for likely metastatic mammary carcinoma to axillary LN or spontaneous carcinoma in the region (Sebaceous, adenexal, trichoepithelial carcinoma, etc)\r\n  Female\r\n  Samoyed\r\n  Canine\r\n  Spayed","['carcinoma', 'carcinoma', 'LN', 'spontaneous carcinoma', 'Sebaceous', 'adenexal', 'trichoepithelial carcinoma']",,,,,,['Spayed'],"['subcutaneous lump', 'LN', 'LN', 'pancytokeratin stain']"
SL23-000884,"Presented to rDVM for further work up due to hepatopathy on lab work. On ultrasound and CT, noted a multilobular liver mass and some gall bladder debris.3/9/23 Liver lobectomy, splenectomy and gastropexy. 9/20/23 Thorax/abdominal CT with repeat aspirates. CT Assessment: New, multifocal hepatic nodules or masses, given excised hepatic neoplasia and atypical cytologic features are most consistent with hepatocellular carcinoma.\r\n  Hepatocellular carcinoma\r\n  Male\r\n  Siberian Husky\r\n  Canine\r\n  Neutered",,,['rDVM'],,,,,"['hepatopathy', 'multilobular liver mass', 'hepatic nodules', 'masses', 'hepatic neoplasia', 'atypical cytologic features']"
SL23-000885,"Large, suspected SQ MCT involving the left brachium.  Incompletely excised.  Biopsy gave grading of dermal MCT (low grade II/low grade, MC :4, incompletely excised).  Staging confirmed that spread has occurred to the prescapular lymph node.  Client has elected for RTH for local control.  Residual disease responded to Palladia.\r\n  Mast cell tumor\r\n  Female\r\n  Rat Terrier\r\n  Canine\r\n  Spayed\r\n",['Residual disease'],,['RTH'],,,,,"['SQ MCT', 'dermal MCT', 'spread']"
SL23-000888,Patient presented to neurology neurology department for evaluation of change in gait and possible discomfort.  MRI diagnosed large left epaxial mass with canal invasion and spinal cord compression.  Cytology indicated sarcoma with differentiation leaning towards osteosarcoma\r\n  Osteosarcoma\r\n  Female\r\n  German Shepherd Dog\r\n  Canine\r\n  Spayed,['sarcoma'],,['neurology neurology department'],,,,,"['gait', 'canal invasion', 'spinal cord compression', 'differentiation leaning']"
SL23-000890,Heidi is a neurology patient being treated for MUO. During a recheck exam on 5/17/23 a small subcutaneous chain of nodules (approximately 3mm x 2cm) was noted on the left caudal mammary chain.  Biopsy was done w/ IDEXX and they weren't able to call it. They recommended IHC 5 staining which was submitted on 10/30/23.\r\n  Unknown mammary tumor.\r\n  Female\r\n  Welsh Springer Spaniel\r\n  Canine\r\n  Spayed,,['IDEXX'],['IHC 5'],,,['Heidi'],,['MUO']
SL23-000891,"Juice is a 8 yo MN French Bulldog. He was taken to his primary vet due to not eating and vomiting for 4 weeks, symptoms becoming progressively worse over time. On ultrasound, a mass like lesion was seen on the stomach, CXR were done. Patient was then referred for biopsy.  1a. Stomach: Atypical expansion of epithelial cells forming glands and rare fragments of sheet formation was signet-ring cell, Stomach: Gastritis, mild to moderate, lymphoplasmacytic, minimally histiocytic\r\n  Gastric Carcinoma\r\n  Male\r\n  French Bulldog\r\n  Canine\r\n  Neutered\r\n",,,['primary vet'],,,,"['Juice', 'MN French Bulldog']","['vomiting', 'symptoms', 'mass', 'lesion', 'Gastritis', 'lymphoplasmacytic']"
SL23-000893,On no chemo at this time\r\n  soft tissue sarcoma (particularly oral fibrosarcoma) or amelanotic melanoma.\r\n  Male\r\n  Australian Shepherd\r\n  Canine\r\n  Neutered,"['soft tissue sarcoma', 'oral fibrosarcoma']",['chemo'],,,,,,['Neutered']
SL23-000892,"Lola was diagnosed with a jejunal gastrointestinal stromal tumor (GIST) on 4-25-22. Diagnosis confirmed on IHC. Started therapy with toceranib. The tumor recurred on 2-21-23. Treatment changed to imatinib and achieved stable disease; however she has now progressive disease.\r\n  Gastrointestinal stromal tumor, recurrent\r\n  Female\r\n  Dachshund\r\n  Canine\r\n  Spayed","['jejunal gastrointestinal stromal tumor', 'Gastrointestinal stromal tumor']","['toceranib', 'imatinib']",,,,['Lola'],['Spayed'],['stable disease']
SL23-000896,Oral melanoma. Well differentiated incomplete excision. Interested to see if Searchlight suggests a more benign behavior or classic aggressive.\r\n  oral melanoma.\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered,['Oral melanoma'],,['Searchlight'],,,,,"['benign behavior', 'Neutered']"
SL23-000898,Special case. This is an a active search and rescue dog. Treating for LSA and looking for more info to maximize outcome.\r\n  Lymphoma\r\n  Female\r\n  Bloodhound\r\n  Canine\r\n  Intact,,,,,,,,"['LSA', 'Intact']"
SL23-000899,MCT right ear. Recent amputation of ear\r\n  Amputation of ear. follow up with treatments if necessary\r\n  Female\r\n  Bernese Mountain Dog\r\n  Canine\r\n  Spayed,,['treatments'],,,,,,
SL23-000901,Patient had painful mass palpable within abdomen.  Ended up being a large cavidated tumor associated with his right kidney.  Went to surgery to have right nephrectomy performed.  Right anal gland mass discovered at same time and aspirated to be AGASACA but not removed due to time under for nephrectomy.  Kidney diagnosed as hemangiosarcoma with capsular invasion\r\n  Renal Hemangiosarcoma\r\n  Male\r\n  Other\r\n  Canine\r\n  Neutered,"['cavidated tumor', 'hemangiosarcoma']",['AGASACA'],,,,,,['Neutered']
SL23-000902,See attached  report.\r\n  Oral squamous cell carinoma\r\n  Male\r\n  Chihuahua\r\n  Canine\r\n  Neutered\r\n,,,,,,,,
SL23-000903,"Oncept melanoma vaccine induction series x 4 completed 9/26/23; CT thorax reveals pulmonary metastatic disease 10/25/23. Comorbidities: hypercalcemia secondary to primary PTH; CKD with proteinuria, Cushing's; aortic thrombus\r\n  Oral malignant melanoma\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered",['pulmonary metastatic disease'],['Oncept melanoma vaccine'],,,,,,"['hypercalcemia', 'PTH', 'CKD', 'proteinuria', ""Cushing's"", 'Neutered']"
SL23-000911,"Metastatic thyroid carcinoma\r\n  Thyroid carcinoma with pulmonary metastasis, large liver mass and liver nodules (samples of the liver have not been obtained)\r\n  Female\r\n  Bulldog\r\n  Canine\r\n  Spayed",['Thyroid carcinoma'],,,,,,,"['pulmonary metastasis', 'liver nodules']"
SL23-000904,"Skull soft tissue sarcoma, rapidly recurrent post marginal excision.\r\n  Soft tissue sarcoma, poorly differentiated.\r\n  Male\r\n  Yorkshire Terrier\r\n  Canine\r\n  Neutered","['soft tissue sarcoma', 'Soft tissue sarcoma']",,,,,,,
SL23-000905,"6cm in diameter raised, ulcerated, fixed, subcutaneous mass right antebrachium with firm extension subcutaneously in all directions\r\n  spindle cell tumor at her previous veterinarian.\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed\r\n",['spindle cell tumor'],,,,,,,['ulcerated']
SL23-000907,Coughing 1 month prior to presentation with metastatic nodules noted on radiographs.\r\n  Metastatic carcinoma\r\n  Male\r\n  Vizsla\r\n  Canine\r\n  Intact\r\n,['metastatic nodules'],,,,,,,
SL23-000906,Metastatic thyroid carcinoma. To lymph nodes and lungs.\r\n  Metastatic thyroid carcinoma\r\n  Male\r\n  Russell Terrier\r\n  Canine\r\n  Neutered,['Metastatic thyroid carcinoma'],,,,,['Neutered'],,
SL23-000908,See great history attached. ALSO today I submitted cytology of his enlarged prescap LN  to Vidium to screen for metastatic Dz. This may serve as a back up if this does doesn't pass QC.\r\n  Amelanotic melanoma.\r\n  Male\r\n  Scottish Terrier\r\n  Canine\r\n  Neutered\r\n,['metastatic Dz'],,['Vidium'],,,,,
SL23-000909,"metastasing anal sac carcinoma, various therapies including radiation\r\n  anal sac carcinoma, lymphnode metastases\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered","['anal sac carcinoma', 'anal sac carcinoma']",['therapies'],,,,,,['Neutered']
SL23-000910,none\r\n  Sarcoma\r\n  Male\r\n  Cocker Spaniel\r\n  Canine\r\n  Neutered\r\n,,,,,,,,
SL23-000912,"Subcutaneous mass removed from back left limb on 5 October 2023, unknown exact duration, at least 1 week. Mass removal was last-minute add-on to digit pad mass (benign furunculosis). Oncologist consult with Dr. Ogilvie on 31 OCT 23 recommended SearchLight DNA.\r\n  subcutaneous hemangiosarcoma\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered\r\n",,,['SearchLight'],,,,,"['Subcutaneous mass', 'digit pad mass', 'benign furunculosis']"
SL23-000913,See chain of emails that are included with the sample\r\n  Lipoma\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered,,,['emails'],,,,,['Neutered']
SL23-000914,AGASACA diagnosed 6/2022.  Genetic analysis showed no markers - treated with sx and melphalan x 6months. Recurrence noted a few months later. Tried Imatinib with no improvement.  Currently has lumber lymphadenopathy.\r\n  AGASACA\r\n  Female\r\n  Papillon\r\n  Canine\r\n  Spayed,['AGASACA'],"['sx', 'melphalan', 'Imatinib']",,,,['Spayed'],,['Recurrence']
SL23-000915,"Pyloric Sarcoma (poorly differentiated, MI 42/10HPF, TFD 7mm, no vascular invasion IHC vimentin positive, c-Kit negative), pyloric outflow obstruction w/Billroth 1 performed; 9/14/23. Doxorubicin q3wks started 10/20/23\r\n  Pyloric Sarcoma\r\n  Female\r\n  Portuguese Water Dog\r\n  Canine\r\n  Spayed",['Pyloric Sarcoma'],['Doxorubicin'],,,,['Spayed'],,"['MI', 'TFD', 'vascular invasion', 'pyloric outflow obstruction']"
SL23-000918,Recently diagnosed with spindle cell neoplasm arising from within complex nodular hyperplasia of the spleen.  Splenectomy performed 10/24/23 after not doing well for 24 hours.\r\n  HSA vs. Histiocytic Sarcoma\r\n  Female\r\n  Vizsla\r\n  Canine\r\n  Spayed\r\n,['spindle cell neoplasm'],,,,,,,['nodular hyperplasia']
SL23-000919,2-3 cm firm mass right perianal region. Not on any chemo at this time\r\n  anal sac adenocarcinoma\r\n  Female\r\n  Dachshund\r\n  Canine\r\n  Spayed,,['chemo'],,['2-3 cm'],,,,
SL23-000920,"Presented to ER for lethargy, anorexia and a cavitated mass in the left cranial abdomen with scant free abdominal fluid.  Sent for surgery.\r\n  Hemangiosarcoma vs. other\r\n  Female\r\n  Border Collie\r\n  Canine\r\n  Spayed\r\n",['Hemangiosarcoma'],,['ER'],,,,,"['lethargy', 'anorexia', 'cavitated mass']"
SL23-000922,History of splenic HSA with metastasis- Owner considering other treatment options.\r\n  Splenic HSA\r\n  Female\r\n  Miniature Schnauzer\r\n  Canine\r\n  Spayed,['splenic HSA'],,,,,,,
SL23-000921,"Left elbow mass, suspicious of histiocytic sarcoma, with axillary, sternal lymphadenopathy; liver/splenic nodules/masses with pelvic mass.\r\n  Histiocytic sarcoma.  Unable to obtain enough cells from elbow.  Primary is suspected (but not confirmed) to be intra-articular histiocytic sarcoma.\r\n  Male\r\n  Lab Mix\r\n  Canine\r\n  Neutered","['histiocytic sarcoma', 'Histiocytic sarcoma']",,,['cells'],,,,"['sternal lymphadenopathy', 'Primary', 'Neutered']"
SL23-000924,"Recently excised pulmonary carcinoma, see attached biopsy\r\n  Two primary pulmonary carcinomas versus metastatic pulmonary caercinoma\r\n  Female\r\n  Great Dane\r\n  Canine\r\n  Spayed","['pulmonary carcinoma', 'pulmonary carcinomas']",,,,,,,
SL23-000926,History of MCT High grade October 2021 and liposarcoma low grade Jan 2023. Patient currently on Imatinib for previously removed high grade MCT since Jan 2023\r\n  MCT low grade narrowly excised w/ MI 6/10hpf\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed,"['MCT', 'liposarcoma', 'MCT']",['Imatinib'],,,,['Spayed'],,
SL23-000925,Seen on 10/2 by pDVM for R front paw mass and thickening up the antebrachium. Cytology consistent with discrete cell tumor; r/o plasma cell tumor. Seen by oncology on 10/12. An enlarged prescap LN was aspirated and consistent with metastasis. Started on prednisone. No response. Biopsy of the paw mass and leg revealed poorly differentiated neoplasia\r\n  Poorly differentiated neoplasia\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed,"['discrete cell tumor', 'r/o plasma cell tumor']",['prednisone'],"['pDVM', 'oncology']",,,,,['metastasis']
SL23-000927,"Pet had a mass removed 6/8/2021, biopsy revealed carcinoma. Pet referred to MedVet in Asheville, began CCNU(lomustine), Skin nodule biopsy 8/8/2021 pet began palladia(toceranib), biopsy returned a result of dermal hemangiosarcoma pet was started on  Doxorubicin IV, then a right hind leg amputation at SAVES which was then followed by Carboplatin Chemotherapy. 6/5/2023 pet had lymph node removed started chlorambucil but then was switched to carboplatin.\r\n  Dermal hemangiosarcoma(with history of recurrent adenocarcinoma).\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed","['carcinoma', 'dermal hemangiosarcoma']","['Doxorubicin', 'Carboplatin', 'chlorambucil']","['MedVet', 'SAVES']",,,['Spayed'],"['Pet', 'Pet', 'pet', 'pet', 'pet']",
SL23-000929,History of multicentric lymphoma.  Not staged (suspected stage IV based on hepatosplenomegaly on PE)\r\n  Intermediate to high grade lymphoma\r\n  Female\r\n  West Highland White Terrier\r\n  Canine\r\n  Spayed,['multicentric lymphoma'],,,,,,,['hepatosplenomegaly']
SL23-000930,"History of narrowly excised high grade II/hi grade MCT over the thigh, with metastasis to the inguinal lymph node.  Has received vinblastine/Palladia protocol, with progressive disease of the inguinal lymph node.\r\n  Metastatic hi grade (two tiered) MCT\r\n  Female\r\n  Labrador Retriever\r\n  Canine\r\n  Spayed",['progressive disease'],"['vinblastine', 'Palladia']",,,,,,"['metastasis', 'Metastatic', 'two tiered']"
SL23-000931,Isley is being evaluated for an oral malignant melanoma. Isley completed radiation therapy for the melanoma on October 12th and is doing very well post treatment. He also is under treatment by you for ocular problems. Today we administered the third of four induction melanoma vaccines.\r\n  oral malignant melanoma\r\n  Male\r\n  Poodle (Miniature)\r\n  Canine\r\n  Neutered\r\n,"['oral malignant melanoma', 'melanoma']",['radiation therapy'],,"['third', 'four']",,,['Poodle'],['ocular problems']
SL23-000932,"none\r\n  LOW NUMBERS OF LYMPHOCYTES WITH CLUMPS OF SOMEWHAT PLEOMORPHIC EPITHELIAL CELLS, PROBABLE CARCINOMA.\r\n  Female\r\n  Golden Retriever\r\n  Canine\r\n  Spayed",,,,,,,,
SL23-000933,"Patient originally had two masses removed- one subcutaneous, one cutaneous HSA.  Since surgery 2-4 weeks ago, numerous small SQ masses have developed and several recently aspirated as suspected HSA.  Possible single pulmonary nodule.  Abdomen clean.  Suspect diffuse metastatic SQ HSA.  Patient has severe arrhythmia and cardiology does not favor using Doxorubicin.\r\n  Multiple cutaneous/subcutaneous hemangiosarcomas\r\n  Male\r\n  Labrador Retriever\r\n  Canine\r\n  Neutered\r\n","['HSA', 'SQ masses', 'HSA', 'pulmonary nodule', 'SQ HSA']",,,,,,,"['arrhythmia', 'cardiology']"
SL23-000934,See attached. Relapsed ovarian carcinoma. Came out of remission today with thoracic effusion and lung mets. We are sending cyto spin from thoracic effusion as well as slides.\r\n  Metastatic ovarian carcinoma.\r\n  Female\r\n  Bloodhound\r\n  Canine\r\n  Spayed\r\n,['ovarian carcinoma'],,,,,,,"['thoracic effusion', 'thoracic effusion']"
